human symbol,mouse symbol,human,mouse,Total,HSF1 average peak,HSF2 average peak,PPARGC1A average peak
ALDH9A1,Aldh9a1,6,-3,3,3.941748,0,0
ALDOA,Aldoa,8,-3,5,11.854369,0,0
ALDOB,Aldob,13,1,14,0,0,0
ALDOC,Aldoc,21,-6,15,2.912621,0,0
ALG1,Alg1,6,-10,-4,6.466019,0,0
ALG10B,Alg10b,1,-2,-1,12.572816,0,0
ALG11,Alg11,5,-1,4,0,0,0
ALG12,Alg12,3,-4,-1,0,0,0
ALG13,Alg13,6,-6,0,1.203883,0,0
ALG14,Alg14,4,-5,-1,0.873786,0,0
ALG2,Alg2,3,-2,1,4.708738,0,0
ALG3,Alg3,4,-12,-8,13.893204,0,0
ALG5,Alg5,5,-10,-5,9,0,0
ALG6,Alg6,0,-7,-7,4.213592,0,0
ALG8,Alg8,5,-8,-3,9.38835,0,0
ALG9,Alg9,4,-4,0,6.466019,0,0
ALK,Alk,20,-2,18,5.194175,0,0
ALKAL1,Alkal1,7,0,7,0,0,0
ALKAL2,Alkal2,-1,1,0,0,0,0
ALKBH1,Alkbh1,8,3,11,16.572816,0,0
ALKBH2,Alkbh2,-5,4,-1,6.825243,0,0
ALKBH3,Alkbh3,10,-2,8,8.660194,0,0
ALKBH4,Alkbh4,-1,-2,-3,19.058252,0,0
ALKBH5,Alkbh5,10,2,12,1.058252,0,0
ALKBH6,Alkbh6,3,-2,1,16.951456,0,0
ALKBH7,Alkbh7,6,-1,5,3.359223,0,0
ALKBH8,Alkbh8,-1,2,1,0,0,0
ALLC,Allc,9,-1,8,0,0,0
ALMS1,Alms1,1,-5,-4,20.786408,0,0
ALOX12,Alox12,8,4,12,0,0,0
ALOX12B,Alox12b,2,0,2,18.854369,0,0
ALOX15,Alox15,9,3,12,12.009709,0,0
ALOX5,Alox5,-4,-4,-8,0,0,0
ALOX5AP,Alox5ap,16,3,19,0,0,0
ALOXE3,Aloxe3,100,2,102,56.864078,0,0
ALPI,Alpi,2,-3,-1,0,0,0
ALPK1,Alpk1,1,0,1,2.524272,0,0
ALPK2,Alpk2,-2,12,10,0.640777,0,0
ALPK3,Alpk3,16,0,16,1.543689,0,0
ALPL,Alpl,-2,9,7,0,0,0
ALS2,Als2,6,-11,-5,4.601942,0,0
ALS2CL,Als2cl,3,-5,-2,6.533981,0,0
ALX1,Alx1,0,-8,-8,0,0,0
ALX3,Alx3,-2,10,8,0,0,0
ALX4,Alx4,-6,0,-6,0,0,0
ALYREF,Alyref,8,-4,4,4.834951,0,0
AMACR,Amacr,-11,2,-9,10.300971,0,0
AMBN,Ambn,-3,0,-3,0,0,0
AMBP,Ambp,3,3,6,0,0,0
AMBRA1,Ambra1,6,-3,3,1.873786,0,0
AMD1,Amd1,2,-5,-3,3.31068,0,0
AMDHD1,Amdhd1,21,-4,17,1.009709,0,0
AMDHD2,Amdhd2,2,2,4,4.223301,0,0
AMELX,Amelx,-4,0,-4,0,0,0
AMER1,Amer1,-14,-5,-19,3.76699,0,0
AMER2,Amer2,3,-4,-1,0,0,0
AMER3,Amer3,2,-7,-5,0,0,0
AMFR,Amfr,15,0,15,4.68932,0,0
AMH,Amh,12,6,18,0,0,0
AMHR2,Amhr2,12,12,24,0,0,0
AMIGO1,Amigo1,0,-2,-2,0,0,0
AMIGO2,Amigo2,3,2,5,6.514563,0,0
AMIGO3,Amigo3,16,-3,13,20.582524,0,0
AMMECR1,Ammecr1,0,-3,-3,3.262136,0,0
AMMECR1L,Ammecr1l,7,-2,5,7.475728,3.625,0
AMN,Amn,0,-5,-5,0,0,0
AMN1,Amn1,1,-9,-8,7.747573,0,0
AMOT,Amot,5,0,5,0,0,0
AMOTL1,Amotl1,8,-6,2,12.223301,0,0
AMOTL2,Amotl2,11,8,19,4.61165,0,0
AMPD1,Ampd1,11,6,17,0,0,0
AMPD2,Ampd2,5,-5,0,30.456311,0,0
AMPD3,Ampd3,8,-6,2,0,0,0
AMPH,Amph,5,-4,1,0,0,0
AMT,Amt,5,-9,-4,0,0,0
AMTN,Amtn,-2,-1,-3,0,0,0
AMZ1,Amz1,-1,-6,-7,0,0,0
AMZ2,Amz2,9,-1,8,14.320388,0,0
ANAPC1,Anapc1,5,-5,0,3.368932,0,0
ANAPC10,Anapc10,1,-2,-1,6.194175,0,0
ANAPC11,Anapc11,7,-2,5,4.834951,0,0
ANAPC13,Anapc13,7,0,7,3.466019,0,0
ANAPC15,Anapc15,3,-1,2,5.592233,0,0
ANAPC16,Anapc16,3,0,3,105.776699,0,0
ANAPC2,Anapc2,5,1,6,13.592233,0,0
ANAPC4,Anapc4,2,-6,-4,3.718447,0,0
ANAPC5,Anapc5,8,-2,6,3.873786,0,0
ANAPC7,Anapc7,3,0,3,1.135922,0,0
ANG,Ang,19,-1,18,16.174757,0,0
ANGEL1,Angel1,2,-9,-7,81.407767,0,0
ANGEL2,Angel2,1,-9,-8,2.514563,0,0
ANGPT1,Angpt1,2,-5,-3,5.087379,0,0
ANGPT2,Angpt2,5,-1,4,0,0,0
ANGPT4,Angpt4,1,-4,-3,2.126214,0,0
ANGPTL1,Angptl1,-1,-3,-4,0,0,0
ANGPTL2,Angptl2,6,0,6,0,0,0
ANGPTL3,Angptl3,8,-3,5,0,0,0
ANGPTL4,Angptl4,4,12,16,3.320388,0,0
ANGPTL6,Angptl6,8,-1,7,111.68932,0,0
ANGPTL7,Angptl7,-4,-5,-9,0,0,0
ANGPTL8,Angptl8,-1,-2,-3,0.84466,0,0
ANK1,Ank1,3,-5,-2,0,0,0
ANK2,Ank2,11,-9,2,2.786408,0,0
ANK3,Ank3,0,2,2,6.718447,0,0
ANKAR,Ankar,13,-7,6,52.427184,0,0
ANKDD1A,Ankdd1a,9,1,10,0,0,0
ANKDD1B,Ankdd1b,25,-3,22,0,0,0
ANKEF1,Ankef1,2,-1,1,24.038835,0,0
ANKFN1,Ankfn1,-9,-8,-17,2.398058,0,0
ANKFY1,Ankfy1,-2,0,-2,14.281553,0,0
ANKHD1,Ankhd1,5,-1,4,2.893204,0,0
ANKIB1,Ankib1,4,-4,0,7.067961,0,0
ANKK1,Ankk1,-2,-4,-6,0,0,0
ANKLE1,Ankle1,6,-10,-4,0,0,0
ANKLE2,Ankle2,11,-3,8,11.660194,0,0
ANKMY1,Ankmy1,1,-8,-7,4.174757,0,0
ANKMY2,Ankmy2,9,0,9,8.572816,0,0
ANKRA2,Ankra2,1,-7,-6,0,0,0
ANKRD1,Ankrd1,24,8,32,0,0,0
ANKRD10,Ankrd10,15,-3,12,1.23301,0,0
ANKRD11,Ankrd11,7,0,7,0,0,0
ANKRD12,Ankrd12,11,-7,4,60.873786,0,0
ANKRD13A,Ankrd13a,8,-1,7,2.300971,0,0
ANKRD13B,Ankrd13b,2,1,3,13.339806,0,0
ANKRD13C,Ankrd13c,5,-4,1,3.776699,0,0
ANKRD13D,Ankrd13d,4,-5,-1,19.281553,0,0
ANKRD16,Ankrd16,4,-7,-3,6.669903,0,0
ANKRD17,Ankrd17,9,-5,4,10.912621,0,0
ANKRD2,Ankrd2,9,6,15,0,0,0
ANKRD22,Ankrd22,-2,-5,-7,0,0,0
ANKRD23,Ankrd23,-4,-6,-10,0,0,0
ANKRD24,Ankrd24,8,-6,2,12.485437,0,0
ANKRD26,Ankrd26,4,-2,2,3.514563,0,0
ANKRD27,Ankrd27,3,-13,-10,4.466019,0,0
ANKRD28,Ankrd28,5,-6,-1,6.572816,0,0
ANKRD29,Ankrd29,1,-8,-7,1.145631,0,0
ANKRD31,Ankrd31,-1,0,-1,5.291262,0,0
ANKRD33,Ankrd33,-2,1,-1,0,0,0
ANKRD33B,Ankrd33b,10,5,15,2.291262,0,0
ANKRD34A,Ankrd34a,9,2,11,0,0,0
ANKRD34B,Ankrd34b,16,4,20,0,0,0
ANKRD34C,Ankrd34c,0,0,0,0,0,0
ANKRD35,Ankrd35,4,4,8,0,0,0
ANKRD36,Ankrd36,4,-5,-1,10.242718,0,0
ANKRD37,Ankrd37,28,-10,18,55.330097,0,0
ANKRD39,Ankrd39,-8,-5,-13,3.970874,0,0
ANKRD40,Ankrd40,2,-6,-4,49.854369,0,0
ANKRD42,Ankrd42,13,-6,7,38.029126,0,0
ANKRD44,Ankrd44,4,-8,-4,2.679612,0,0
ANKRD45,Ankrd45,5,-4,1,0,0,0
ANKRD46,Ankrd46,6,-4,2,22.650485,7.916667,0
ANKRD49,Ankrd49,-4,-6,-10,2.456311,0,0
ANKRD50,Ankrd50,-1,-5,-6,3.990291,0,0
ANKRD52,Ankrd52,10,-6,4,7.436893,0,0
ANKRD53,Ankrd53,3,-6,-3,0,0,0
ANKRD54,Ankrd54,7,1,8,22.398058,0,0
ANKRD55,Ankrd55,5,-2,3,0,0,0
ANKRD6,Ankrd6,0,4,4,0,0,0
ANKRD60,Ankrd60,18,-2,16,0,0,0
ANKRD61,Ankrd61,12,-10,2,0,0,0
ANKRD63,Ankrd63,-11,0,-11,0,0,0
ANKRD65,Ankrd65,43,0,43,57.223301,0,0
ANKRD66,Ankrd66,2,-8,-6,1.23301,0,0
ANKRD7,Ankrd7,9,-8,1,0,0,0
ANKRD9,Ankrd9,8,-7,1,0.883495,0,0
ANKS1B,Anks1b,4,1,5,2.524272,0,0
ANKS3,Anks3,3,-4,-1,20.873786,0,0
ANKS4B,Anks4b,-1,-8,-9,0,0,0
ANKS6,Anks6,4,-2,2,11.864078,0,0
ANKUB1,Ankub1,3,-7,-4,0,0,0
ANKZF1,Ankzf1,-3,-4,-7,0,0,0
ANLN,Anln,9,-11,-2,126.805825,20.958333,0
ANO1,Ano1,14,-12,2,0,0,0
ANO10,Ano10,8,-5,3,21.291262,0,0
ANO2,Ano2,0,-1,-1,10.92233,0,0
ANO3,Ano3,-1,-2,-3,40.84466,0,0
ANO4,Ano4,3,6,9,3.058252,0,0
ANO5,Ano5,0,-7,-7,0,0,0
ANO6,Ano6,6,-1,5,2.417476,0,0
ANO7,Ano7,-2,-6,-8,7.650485,0,0
ANO8,Ano8,5,-7,-2,20.417476,0,0
ANO9,Ano9,-1,-3,-4,0,0,0
ANP32A,Anp32a,7,-3,4,0.990291,0,0
ANP32B,Anp32b,6,-1,5,18.76699,0,0
ANP32E,Anp32e,8,0,8,2.873786,0,0
ANPEP,Anpep,7,0,7,0,0,0
ANTKMT,Antkmt,5,-1,4,2.320388,0,0
ANTXR1,Antxr1,7,-1,6,1.116505,0,0
ANTXR2,Antxr2,12,-4,8,3.07767,0,0
ANTXRL,Antxrl,0,-2,-2,0.961165,0,0
ANXA1,Anxa1,14,-7,7,33.223301,0,0
ANXA10,Anxa10,-1,-2,-3,0,0,0
ANXA11,Anxa11,6,-1,5,24.330097,8.458333,0
ANXA13,Anxa13,3,2,5,0,0,0
ANXA2,Anxa2,1,-3,-2,16.951456,0,0
ANXA3,Anxa3,-11,0,-11,24.912621,0,0
ANXA4,Anxa4,-1,-1,-2,25.980583,0,0
ANXA5,Anxa5,9,3,12,6.970874,0,0
ANXA6,Anxa6,9,0,9,3.194175,0,0
ANXA7,Anxa7,3,-11,-8,25.563107,18.25,0
ANXA8,Anxa8,-6,-2,-8,6.728155,0,0
ANXA9,Anxa9,1,1,2,0,0,0
AOAH,Aoah,7,0,7,0,0,0
AOC1,Aoc1,-3,1,-2,0,0,0
AOC2,Aoc2,17,-2,15,0,0,0
AOC3,Aoc3,49,3,52,0,0,0
AOPEP,Aopep,3,-2,1,16,0,0
AOX1,Aox1,7,8,15,2.378641,0,0
AP1AR,Ap1ar,4,-3,1,3.757282,0,0
AP1B1,Ap1b1,6,-2,4,3.533981,0,0
AP1G1,Ap1g1,7,-3,4,6.572816,0,0
AP1G2,Ap1g2,4,-13,-9,2.271845,0,0
AP1M1,Ap1m1,6,-5,1,29.563107,3.041667,0
AP1M2,Ap1m2,6,-4,2,0,0,0
AP1S1,Ap1s1,13,-6,7,61.92233,0,0
AP1S2,Ap1s2,3,2,5,6.330097,0,0
AP1S3,Ap1s3,1,-8,-7,0,0,0
AP2A1,Ap2a1,3,1,4,13.252427,0,0
AP2A2,Ap2a2,8,-1,7,5.407767,0,0
AP2B1,Ap2b1,5,-1,4,1.126214,0,0
AP2M1,Ap2m1,9,0,9,9.407767,0,0
AP2S1,Ap2s1,6,-1,5,5.68932,0,0
AP3B1,Ap3b1,7,-1,6,11.68932,0,0
AP3B2,Ap3b2,7,5,12,0.669903,0,0
AP3D1,Ap3d1,10,-1,9,32.38835,0,0
AP3M1,Ap3m1,6,0,6,26.84466,23.541667,0
AP3M2,Ap3m2,-1,-5,-6,14.893204,0,0
AP3S1,Ap3s1,6,3,9,6.990291,0,0
AP3S2,Ap3s2,0,-8,-8,12.669903,0,0
AP4B1,Ap4b1,38,-11,27,107.524272,0,0
AP4E1,Ap4e1,4,1,5,60.485437,0,0
AP4M1,Ap4m1,1,-2,-1,21.796117,0,0
AP4S1,Ap4s1,5,-2,3,5.165049,0,0
AP5B1,Ap5b1,-8,-13,-21,3.84466,0,0
AP5M1,Ap5m1,8,-5,3,24.126214,4.208333,0
AP5S1,Ap5s1,1,-3,-2,10.339806,0,0
AP5Z1,Ap5z1,6,2,8,5.834951,0,0
APAF1,Apaf1,3,-2,1,4.553398,0,0
APBA1,Apba1,-1,-5,-6,1.417476,0,0
APBA2,Apba2,11,0,11,8.446602,0,0
APBA3,Apba3,9,-5,4,13.291262,0,0
APBB1,Apbb1,10,-4,6,1.242718,5.958333,0
APBB1IP,Apbb1ip,2,-6,-4,0,0,0
APBB2,Apbb2,3,4,7,4.834951,0,0
APBB3,Apbb3,0,-3,-3,0,0,0
APC,Apc,5,-1,4,6.572816,0,0
APC2,Apc2,14,-5,9,0,0,0
APCDD1,Apcdd1,-3,-5,-8,0,0,0
APCS,Apcs,1,-2,-1,0,0,0
APEH,Apeh,2,0,2,4.262136,0,0
APELA,Apela,6,2,8,0,0,0
APEX1,Apex1,6,2,8,5.058252,0,0
APEX2,Apex2,-1,-3,-4,0,0,0
APH1A,Aph1a,4,0,4,7.31068,0,0
APH1B,Aph1b,0,-1,-1,0,0,0
API5,Api5,7,-3,4,8.475728,0,0
APIP,Apip,8,-10,-2,8.553398,0,0
APLF,Aplf,-1,-4,-5,6.524272,0,0
APLN,Apln,-9,-1,-10,1.126214,0,0
APLNR,Aplnr,8,-1,7,0,0,0
APLP1,Aplp1,9,7,16,0,0,0
APLP2,Aplp2,10,-7,3,9.339806,0,0
APMAP,Apmap,6,4,10,4.300971,0,0
APOA1,Apoa1,19,13,32,7.203883,0,0
APOA2,Apoa2,-1,-17,-18,0,0,0
APOA4,Apoa4,4,11,15,0,0,0
APOA5,Apoa5,2,0,2,3.854369,0,0
APOB,Apob,2,4,6,3.941748,0,0
APOBEC1,Apobec1,-5,-4,-9,0,0,0
APOBEC2,Apobec2,-5,-4,-9,3.184466,0,0
APOBEC4,Apobec4,1,-8,-7,0,0,0
APOBR,Apobr,1,-2,-1,13.067961,0,0
APOC1,Apoc1,23,15,38,0,0,0
APOC2,Apoc2,18,-2,16,0,0,0
APOC3,Apoc3,-2,15,13,0,0,0
APOC4,Apoc4,13,7,20,0,0,0
APOD,Apod,11,6,17,0,0,0
APOE,Apoe,44,7,51,0,0,0
APOF,Apof,10,-4,6,63.718447,0,0
APOH,Apoh,17,4,21,1.796117,0,0
APOL6,Apol6,0,4,4,0,0,0
APOLD1,Apold1,0,5,5,22.223301,0,0
APOM,Apom,-16,-10,-26,7.466019,0,0
APOO,Apoo,6,-2,4,0,0,0
APOOL,Apool,2,-5,-3,1.320388,0,0
APP,App,10,-2,8,99.708738,0,0
APPBP2,Appbp2,-1,-3,-4,11.456311,0,0
APPL1,Appl1,5,-6,-1,6.902913,0,0
APPL2,Appl2,7,2,9,11.76699,3.958333,0
APRT,Aprt,8,-6,2,8.970874,0,0
APTX,Aptx,14,-7,7,476.728155,269.166667,218
AQP1,Aqp1,17,-5,12,0,0,0
AQP11,Aqp11,-1,1,0,6.07767,4,0
AQP2,Aqp2,5,4,9,0,0,0
AQP3,Aqp3,30,1,31,0.941748,0,0
AQP4,Aqp4,7,4,11,2.23301,0,0
AQP5,Aqp5,-2,12,10,0,0,0
AQP6,Aqp6,2,-1,1,0,0,0
AQP7,Aqp7,3,-11,-8,1.087379,0,0
AQP8,Aqp8,26,8,34,0,0,0
AQP9,Aqp9,0,-7,-7,0,0,0
AQR,Aqr,1,-5,-4,14.262136,0,0
AR,Ar,16,5,21,1.436893,0,0
ARAF,Araf,6,-3,3,2.466019,0,0
ARAP1,Arap1,8,-1,7,2.737864,0,0
ARAP2,Arap2,7,1,8,2.883495,0,0
ARAP3,Arap3,4,-9,-5,23.621359,0,0
ARC,Arc,71,23,94,2.883495,0,0
ARCN1,Arcn1,7,-5,2,0.941748,0,0
AREG,Areg,4,11,15,10.339806,0,0
AREL1,Arel1,12,-6,6,0,0,0
ARF1,Arf1,11,-1,10,10.242718,0,0
ARF3,Arf3,6,-6,0,29.417476,0,0
ARF4,Arf4,10,0,10,14.029126,0,0
ARF5,Arf5,6,-3,3,4.932039,0,0
ARF6,Arf6,4,-1,3,12.359223,0,0
ARFGAP1,Arfgap1,9,-6,3,53.398058,0,0
ARFGAP2,Arfgap2,0,-6,-6,7.07767,0,0
ARFGAP3,Arfgap3,1,-4,-3,4.621359,0,0
ARFGEF1,Arfgef1,7,-2,5,5.951456,0,0
ARFGEF2,Arfgef2,3,0,3,16.737864,0,0
ARFGEF3,Arfgef3,3,0,3,6.38835,0,0
ARFIP1,Arfip1,3,-3,0,70.223301,0,0
ARFIP2,Arfip2,7,-5,2,5.592233,0,0
ARFRP1,Arfrp1,-2,-3,-5,14.951456,0,0
ARG1,Arg1,1,-4,-3,1.563107,0,0
ARG2,Arg2,12,7,19,3.514563,0,0
ARGLU1,Arglu1,8,-3,5,0.660194,0,0
ARHGAP1,Arhgap1,0,4,4,5.893204,0,0
ARHGAP10,Arhgap10,4,-2,2,7.252427,0,0
ARHGAP11A,Arhgap11a,-3,-10,-13,3.883495,0,0
ARHGAP12,Arhgap12,4,-1,3,1.825243,0,0
ARHGAP15,Arhgap15,2,1,3,0,0,0
ARHGAP17,Arhgap17,8,-1,7,4.019417,0,0
ARHGAP18,Arhgap18,0,1,1,0,0,0
ARHGAP19,Arhgap19,7,-16,-9,5.194175,0,0
ARHGAP20,Arhgap20,-2,1,-1,0,0,0
ARHGAP21,Arhgap21,11,-2,9,4.203883,0,0
ARHGAP22,Arhgap22,-22,0,-22,14.854369,0,0
ARHGAP23,Arhgap23,3,-5,-2,0.902913,0,0
ARHGAP24,Arhgap24,0,-1,-1,0,0,0
ARHGAP25,Arhgap25,-7,4,-3,1.15534,0,0
ARHGAP26,Arhgap26,0,3,3,9.92233,0,0
ARHGAP27,Arhgap27,0,8,8,15.368932,0,0
ARHGAP28,Arhgap28,1,-4,-3,6.728155,0,0
ARHGAP29,Arhgap29,-4,-13,-17,9.941748,0,0
ARHGAP30,Arhgap30,44,0,44,0,0,0
ARHGAP31,Arhgap31,8,2,10,3.757282,0,0
ARHGAP32,Arhgap32,1,0,1,4.737864,0,0
ARHGAP33,Arhgap33,7,-10,-3,3.932039,0,0
ARHGAP35,Arhgap35,9,-2,7,5.194175,0,0
ARHGAP36,Arhgap36,0,6,6,0,0,0
ARHGAP39,Arhgap39,1,2,3,28.737864,0,0
ARHGAP4,Arhgap4,6,2,8,5.631068,0,0
ARHGAP40,Arhgap40,-22,-4,-26,3.262136,0,0
ARHGAP42,Arhgap42,3,-2,1,3.300971,0,0
ARHGAP44,Arhgap44,3,-3,0,0,0,0
ARHGAP45,Arhgap45,7,1,8,4.116505,0,0
ARHGAP5,Arhgap5,12,0,12,18.728155,0,0
ARHGAP6,Arhgap6,-2,4,2,8.330097,0,0
ARHGAP8,Arhgap8,-10,3,-7,0,0,0
ARHGAP9,Arhgap9,11,-1,10,2.009709,0,0
ARHGDIA,Arhgdia,11,-4,7,0.786408,0,0
ARHGDIB,Arhgdib,0,-2,-2,1.475728,0,0
ARHGDIG,Arhgdig,18,3,21,0,0,0
ARHGEF1,Arhgef1,0,-9,-9,23.067961,0,0
ARHGEF10,Arhgef10,1,-4,-3,3.747573,0,0
ARHGEF10L,Arhgef10l,-7,-1,-8,1.883495,0,0
ARHGEF11,Arhgef11,10,-5,5,10.475728,0,0
ARHGEF12,Arhgef12,9,-3,6,22.475728,0,0
ARHGEF15,Arhgef15,16,-9,7,0,0,0
ARHGEF16,Arhgef16,14,0,14,0,0,0
ARHGEF17,Arhgef17,7,1,8,0.970874,0,0
ARHGEF18,Arhgef18,8,-4,4,7.427184,0,0
ARHGEF19,Arhgef19,-7,-10,-17,0,0,0
ARHGEF2,Arhgef2,4,-6,-2,7.271845,0,0
ARHGEF25,Arhgef25,3,-10,-7,0,0,0
ARHGEF26,Arhgef26,6,-6,0,8.815534,0,0
ARHGEF28,Arhgef28,1,-7,-6,4.786408,0,0
ARHGEF3,Arhgef3,0,-1,-1,8.300971,0,0
ARHGEF33,Arhgef33,44,-15,29,0,0,0
ARHGEF37,Arhgef37,2,0,2,7.601942,0,0
ARHGEF38,Arhgef38,3,2,5,0,0,0
ARHGEF39,Arhgef39,-3,-12,-15,4.786408,0,0
ARHGEF4,Arhgef4,3,0,3,0,0,0
ARHGEF40,Arhgef40,-4,-3,-7,0,0,0
ARHGEF5,Arhgef5,2,2,4,6.009709,0,0
ARHGEF6,Arhgef6,5,-2,3,2.951456,0,0
ARHGEF7,Arhgef7,5,0,5,2.912621,0,0
ARHGEF9,Arhgef9,8,-5,3,0,0,0
ARID1A,Arid1a,7,-4,3,14.679612,0,0
ARID1B,Arid1b,9,-1,8,0,0,0
ARID2,Arid2,9,-4,5,2.873786,0,0
ARID3A,Arid3a,5,-11,-6,34.961165,0,0
ARID3B,Arid3b,8,-9,-1,20.019417,0,0
ARID3C,Arid3c,13,-1,12,0,0,0
ARID4A,Arid4a,5,-2,3,10.174757,0,0
ARID4B,Arid4b,10,-8,2,0.815534,0,0
ARID5A,Arid5a,2,0,2,3.757282,0,0
ARID5B,Arid5b,3,3,6,26.135922,0,0
ARIH1,Arih1,11,-3,8,4.359223,0,0
ARIH2,Arih2,7,-6,1,7.407767,0,0
ARL1,Arl1,2,0,2,7.456311,0,0
ARL10,Arl10,3,-5,-2,2.291262,0,0
ARL11,Arl11,4,-13,-9,0,0,0
ARL13A,Arl13a,-4,-1,-5,1.339806,0,0
ARL13B,Arl13b,2,-7,-5,32.165049,0,0
ARL14,Arl14,30,5,35,0,0,0
ARL14EP,Arl14ep,0,-3,-3,12.446602,0,0
ARL14EPL,Arl14epl,44,0,44,23.912621,0,0
ARL15,Arl15,-1,6,5,1.223301,0,0
ARL16,Arl16,3,-7,-4,4.213592,0,0
ARL2,Arl2,8,-8,0,10.145631,0,0
ARL2BP,Arl2bp,1,-5,-4,33.106796,0,0
ARL3,Arl3,5,-2,3,25.330097,0,0
ARL4A,Arl4a,2,-4,-2,69.533981,0,0
ARL4C,Arl4c,10,0,10,0.92233,0,0
ARL4D,Arl4d,1,1,2,0,0,0
ARL5A,Arl5a,6,3,9,9.961165,0,0
ARL5B,Arl5b,6,-2,4,4,0,0
ARL5C,Arl5c,3,17,20,0,0,0
ARL6,Arl6,10,-3,7,50.378641,0,0
ARL6IP1,Arl6ip1,8,-4,4,6.980583,0,0
ARL6IP4,Arl6ip4,6,0,6,4.194175,0,0
ARL6IP5,Arl6ip5,7,2,9,7.281553,0,0
ARL6IP6,Arl6ip6,5,-3,2,7.815534,0,0
ARL8A,Arl8a,7,3,10,21.38835,0,0
ARL8B,Arl8b,8,0,8,22.009709,0,0
ARL9,Arl9,43,19,62,0,0,0
ARMC1,Armc1,2,0,2,4.669903,0,0
ARMC10,Armc10,2,-4,-2,85.126214,0,0
ARMC12,Armc12,16,3,19,3.951456,0,0
ARMC2,Armc2,-10,-4,-14,11.669903,0,0
ARMC3,Armc3,-2,-10,-12,0,0,0
ARMC5,Armc5,5,-2,3,6.116505,0,0
ARMC6,Armc6,-1,-7,-8,12.252427,6.166667,0
ARMC7,Armc7,7,0,7,3.145631,0,0
ARMC8,Armc8,2,-5,-3,5.417476,0,0
ARMC9,Armc9,7,1,8,52.466019,0,0
ARMCX1,Armcx1,2,4,6,0,0,0
ARMCX2,Armcx2,1,-5,-4,0,0,0
ARMCX3,Armcx3,9,-3,6,0,0,0
ARMCX4,Armcx4,-4,-2,-6,0,0,0
ARMCX5,Armcx5,-5,-6,-11,0,0,0
ARMCX6,Armcx6,6,0,6,0,0,0
ARMH1,Armh1,20,1,21,14.815534,0,0
ARMH2,Armh2,21,-11,10,0,0,0
ARMH3,Armh3,4,-10,-6,11.660194,0,0
ARMH4,Armh4,4,1,5,2.281553,0,0
ARMT1,Armt1,7,-8,-1,14.417476,0,0
ARNT,Arnt,3,-7,-4,3.747573,0,0
ARNT2,Arnt2,-8,-1,-9,0,0,0
ARPC1A,Arpc1a,4,-1,3,18.427184,0,0
ARPC1B,Arpc1b,2,2,4,2.592233,0,0
ARPC2,Arpc2,10,-3,7,4.805825,0,0
ARPC3,Arpc3,11,4,15,6.262136,0,0
ARPC4,Arpc4,7,4,11,3.126214,0,0
ARPC5,Arpc5,8,-1,7,0.834951,0,0
ARPC5L,Arpc5l,3,-1,2,11.970874,0,0
ARPIN,Arpin,4,-10,-6,0,0,0
ARPP19,Arpp19,9,-5,4,6.067961,0,0
ARPP21,Arpp21,-2,-3,-5,3.31068,0,0
ARR3,Arr3,-3,-1,-4,0,0,0
ARRB1,Arrb1,5,-3,2,12.92233,0,0
ARRB2,Arrb2,6,-9,-3,5.135922,0,0
ARRDC1,Arrdc1,6,-5,1,2.067961,0,0
ARRDC2,Arrdc2,-2,3,1,13.184466,0,0
ARRDC3,Arrdc3,2,-11,-9,36.718447,0,0
ARRDC4,Arrdc4,6,-2,4,0.970874,0,0
ARRDC5,Arrdc5,7,5,12,0,0,0
ARSA,Arsa,8,-10,-2,0,0,0
ARSB,Arsb,2,-7,-5,3.61165,0,0
ARSG,Arsg,4,-11,-7,13.76699,0,0
ARSI,Arsi,-11,-8,-19,1.68932,0,0
ARSJ,Arsj,5,-3,2,0,0,0
ARSK,Arsk,2,0,2,0,0,0
ART1,Art1,-2,-9,-11,0,0,0
ART3,Art3,7,-15,-8,0,0,0
ART4,Art4,6,6,12,9.271845,0,0
ART5,Art5,2,8,10,0,0,0
ARTN,Artn,-6,-3,-9,0,0,0
ARV1,Arv1,3,-8,-5,0,0,0
ARX,Arx,5,2,7,0,0,0
AS3MT,As3mt,16,-2,14,0,0,0
ASAH1,Asah1,8,3,11,0,0,0
ASAH2,Asah2,-7,-5,-12,0,0,0
ASAP1,Asap1,12,-4,8,14.31068,0,0
ASAP2,Asap2,9,-3,6,2.728155,0,0
ASAP3,Asap3,1,0,1,4.524272,0,0
ASB1,Asb1,9,-5,4,7.252427,0,0
ASB10,Asb10,13,1,14,0,0,0
ASB11,Asb11,4,9,13,0,0,0
ASB12,Asb12,-9,0,-9,0,0,0
ASB13,Asb13,-18,-3,-21,3.533981,0,0
ASB14,Asb14,-2,-13,-15,0,0,0
ASB15,Asb15,1,-13,-12,0,0,0
ASB16,Asb16,24,-1,23,0,0,0
ASB17,Asb17,5,-2,3,0,0,0
ASB18,Asb18,0,-4,-4,0,0,0
ASB2,Asb2,23,-4,19,0,0,0
ASB3,Asb3,12,-1,11,9.07767,0,0
ASB4,Asb4,0,-6,-6,0,0,0
ASB5,Asb5,14,-12,2,0,0,0
ASB6,Asb6,9,-3,6,11.873786,0,0
ASB7,Asb7,4,-6,-2,21.708738,0,0
ASB8,Asb8,7,-4,3,0,0,0
ASB9,Asb9,1,-4,-3,0,0,0
ASCC1,Ascc1,9,-11,-2,105.776699,0,0
