GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,SLAM-seq-up,SLAM-seq-down,SLAM-seq-all,TTchem-seq-up,TTchem-seq-down,TTchem-seq-all,TT-seq-up,TT-seq-down,TT-seq-all,4sU-seq-up,4sU-seq-down,4sU-seq-all,MeRIP-seq-up,MeRIP-seq-down,MeRIP-seq-all,m1A-seq-up,m1A-seq-down,m1A-seq-all,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,m6Am-seq-up,m6Am-seq-down,m6Am-seq-all,mNET-seq-up,mNET-seq-down,mNET-seq-all,PRO-seq-up,PRO-seq-down,PRO-seq-all,all(check),all,unchange_RNA-seq,HN5_RNA-seq,unchange_SLAM-seq,HN5_SLAM-seq,unchange_TTchem-seq,HN5_TTchem-seq,unchange_TT-seq,HN5_TT-seq,unchange_4sU-seq,HN5_4sU-seq,unchange_MeRIP-seq,HN5_MeRIP-seq,unchange_m1A-seq,HN5_m1A-seq,unchange_Ribo-seq,HN5_Ribo-seq,unchange_m6Am-seq,HN5_m6Am-seq,unchange_mNET-seq,HN5_mNET-seq,unchange_PRO-seq,HN5_PRO-seq,Total_HN-score
MAIP1,6,2,192,1,0,11,2,0,34,0,0,8,0,0,31,0,0,3,1,0,2,1,0,6,0,0,7,0,0,4,2,1,24,322,322,184,4,10,1,32,2,8,0,31,0,3,0,1,1,5,1,7,0,4,0,21,1,10
ACSF2,8,2,192,2,1,11,1,0,34,0,0,8,2,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,6,8,1,33,1,8,0,28,1,3,0,2,0,6,0,7,0,4,0,23,1,10
ZFHX3,9,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,9,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,10
RNF44,9,0,192,1,1,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,9,9,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,10
MSX2,5,0,192,0,0,11,5,0,34,0,0,8,2,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,187,5,11,0,29,5,8,0,27,0,3,0,2,0,6,0,7,0,4,0,24,0,10
PRG3,7,1,192,0,0,11,0,0,34,1,1,8,3,0,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,0,0,24,322,322,184,6,11,0,34,0,6,0,28,3,3,0,2,0,6,0,7,0,3,1,24,0,10
ABCB8,8,4,192,1,2,11,2,0,34,0,0,8,5,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,180,4,8,-1,32,2,8,0,26,5,3,0,2,0,6,0,7,0,4,0,24,0,10
FOXC2,13,2,192,0,0,11,1,0,34,0,0,8,4,7,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,11,11,0,33,1,8,0,20,-3,3,0,1,1,6,0,7,0,4,0,24,0,10
PRRC2C,9,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,8,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,10
ZC3H7B,9,1,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,8,10,1,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,10
ZSCAN29,9,1,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,8,11,0,34,0,8,0,30,1,3,0,1,1,6,0,7,0,4,0,24,0,10
FAT1,11,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,9,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,10
APOBEC3D,7,2,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,1,0,2,3,0,6,0,0,7,0,0,4,0,0,24,322,322,183,5,11,0,34,0,8,0,30,1,3,0,1,1,3,3,7,0,4,0,24,0,10
MRE11,9,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,182,8,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,22,2,10
TARM1,8,4,192,0,0,11,3,1,34,0,0,8,6,0,31,0,1,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,180,4,11,0,30,2,8,0,25,6,2,-1,2,0,6,0,7,0,4,0,23,-1,10
LZTFL1,7,3,192,0,0,11,3,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,3,0,24,322,322,182,4,11,0,31,3,8,0,31,0,3,0,2,0,6,0,7,0,4,0,21,3,10
FAM98A,8,1,192,0,1,11,3,1,34,0,0,8,2,1,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,183,7,10,-1,30,2,8,0,28,1,3,0,1,1,6,0,7,0,4,0,22,0,10
PRKCSH,8,2,192,2,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,1,0,6,0,0,7,0,0,4,0,0,24,322,322,182,6,9,2,34,0,8,0,31,0,3,0,1,1,5,1,7,0,4,0,24,0,10
MSRA,8,1,192,1,0,11,0,1,34,1,0,8,0,1,31,0,0,3,0,0,2,0,0,6,2,0,7,0,0,4,1,0,24,322,322,183,7,10,1,33,-1,7,1,30,-1,3,0,2,0,6,0,5,2,4,0,23,1,10
TOMM6,9,1,192,2,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,1,24,322,322,182,8,8,1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,21,1,10
ATP5MC2,11,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,180,10,11,0,34,0,8,0,31,0,3,0,2,0,5,-1,7,0,4,0,23,1,10
KMT2C,8,0,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,1,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,184,8,11,0,34,0,8,0,30,1,3,0,1,1,5,-1,7,0,4,0,23,1,10
LYPLA2,9,2,192,2,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,1,0,6,0,1,7,0,0,4,0,0,24,322,322,181,7,9,2,34,0,8,0,30,1,3,0,2,0,5,1,6,-1,4,0,24,0,10
KRTAP5-8,7,1,192,0,0,11,0,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,1,0,24,322,322,184,6,11,0,34,0,8,0,29,2,3,0,2,0,6,0,7,0,3,1,23,1,10
CCDC65,8,8,192,0,0,11,2,4,34,0,0,8,14,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,176,0,11,0,28,-2,8,0,15,12,3,0,1,1,6,0,7,0,4,0,23,-1,10
ARL4C,10,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,9,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,10
SCARB1,11,0,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,11,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,10
TMEM127,9,1,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,8,11,0,33,1,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,10
TJAP1,9,2,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,181,7,10,1,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,10
TPPP2,8,3,192,0,0,11,0,0,34,0,0,8,5,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,2,24,322,322,181,5,11,0,34,0,8,0,26,5,3,0,2,0,6,0,7,0,4,0,20,0,10
TFCP2,8,1,192,1,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,7,10,1,34,0,8,0,30,1,3,0,2,0,6,0,7,0,4,0,24,0,9
ILF2,10,1,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,0,0,24,322,322,181,9,10,1,34,0,8,0,31,0,3,0,2,0,5,-1,7,0,4,0,24,0,9
ASPHD1,9,4,192,0,0,11,1,0,34,1,0,8,0,0,31,2,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,5,11,0,33,1,7,1,31,0,1,2,2,0,6,0,7,0,4,0,24,0,9
NUP93,11,4,192,2,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,7,9,2,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,9
SOX3,6,1,192,0,0,11,2,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,5,11,0,32,2,8,0,29,2,3,0,2,0,6,0,7,0,4,0,24,0,9
LYZL6,5,2,192,0,0,11,0,0,34,0,0,8,4,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,3,0,24,322,322,185,3,11,0,34,0,8,0,26,3,3,0,2,0,6,0,7,0,4,0,21,3,9
MCF2L,10,2,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,180,8,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,22,0,9
DLGAP4,10,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,179,7,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,9
ASIP,10,8,192,0,0,11,5,4,34,1,2,8,5,2,31,0,0,3,0,0,2,0,0,6,3,0,7,0,0,4,3,2,24,322,322,174,2,11,0,25,1,5,-1,24,3,3,0,2,0,6,0,4,3,4,0,19,1,9
MAML1,8,0,192,0,1,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,8,10,-1,33,1,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
DENND6B,8,1,192,1,1,11,2,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,183,7,9,0,32,2,8,0,31,0,3,0,2,0,6,0,7,0,4,0,22,0,9
NOS1AP,10,1,192,0,1,11,1,1,34,0,0,8,1,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,181,9,10,-1,32,0,8,0,30,1,3,0,1,1,6,0,7,0,4,0,23,-1,9
COX5A,10,2,192,0,1,11,0,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,180,8,10,-1,34,0,8,0,29,2,3,0,2,0,6,0,7,0,4,0,24,0,9
ANKMY2,7,3,192,0,0,11,3,0,34,0,0,8,1,3,31,1,0,3,0,0,2,0,0,6,0,0,7,0,0,4,4,1,24,322,322,182,4,11,0,31,3,8,0,27,-2,2,1,2,0,6,0,7,0,4,0,19,3,9
IL4I1,11,8,192,2,0,11,4,2,34,0,1,8,8,5,31,0,0,3,0,1,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,173,3,9,2,28,2,7,-1,18,3,3,0,1,-1,6,0,6,1,4,0,24,0,9
BET1,9,4,192,0,1,11,2,0,34,0,0,8,3,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,179,5,10,-1,32,2,8,0,28,3,3,0,1,1,6,0,7,0,4,0,23,-1,9
COX4I1,10,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,9,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,9
LMNB2,9,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,181,7,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,9
NXPH4,4,1,192,0,0,11,1,0,34,0,0,8,5,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,187,3,11,0,33,1,8,0,26,5,3,0,2,0,6,0,7,0,4,0,24,0,9
DMRT1,9,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,8,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,9
LMLN,5,0,192,0,0,11,3,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,187,5,11,0,31,3,8,0,30,1,3,0,2,0,6,0,7,0,4,0,24,0,9
TMEM259,10,2,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,180,8,11,0,34,0,8,0,30,1,3,0,2,0,6,0,7,0,4,0,24,0,9
ARHGAP35,9,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,8,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
SOD1,11,2,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,1,0,6,0,0,7,0,0,4,0,0,24,322,322,179,9,10,-1,34,0,8,0,31,0,3,0,2,0,5,1,7,0,4,0,24,0,9
NLK,8,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,1,1,7,0,0,4,1,0,24,322,322,183,7,11,0,34,0,8,0,31,0,3,0,1,1,6,0,5,0,4,0,23,1,9
TMEM33,7,1,192,1,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,6,10,1,33,1,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
SOCS7,7,0,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,7,11,0,33,1,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
TMED3,8,0,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,8,10,1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,9
MDFI,13,5,192,0,0,11,1,0,34,0,0,8,5,4,31,0,0,3,0,0,2,0,0,6,0,0,7,0,1,4,0,0,24,322,322,174,8,11,0,33,1,8,0,22,1,3,0,2,0,6,0,7,0,3,-1,24,0,9
NUTM2D,5,2,192,1,1,11,3,4,34,0,1,8,8,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,9,0,27,-1,7,-1,23,8,3,0,2,0,6,0,7,0,4,0,24,0,9
TTC39A,4,0,192,0,0,11,3,1,34,0,0,8,4,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,4,11,0,30,2,8,0,26,3,3,0,2,0,6,0,7,0,4,0,24,0,9
DNER,9,0,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,183,9,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,23,1,9
BPGM,6,1,192,0,1,11,1,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,185,5,10,-1,33,1,8,0,29,2,3,0,2,0,6,0,7,0,4,0,22,2,9
DENND5A,10,0,192,0,1,11,0,0,34,1,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,182,10,10,-1,34,0,7,1,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,9
EIF5B,8,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,183,7,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,9
IL7R,15,8,192,0,0,11,0,0,34,0,0,8,2,0,31,0,0,3,1,0,2,0,0,6,0,2,7,0,0,4,2,1,24,322,322,169,7,11,0,34,0,8,0,29,2,3,0,1,1,6,0,5,-2,4,0,21,1,9
SPTBN2,9,0,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,2,24,322,322,183,9,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,21,-1,9
MCOLN2,6,0,192,2,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,186,6,9,2,33,1,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,-1,9
NMNAT3,8,3,192,0,0,11,2,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,181,5,11,0,32,2,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,9
IL6,22,4,192,0,0,11,0,3,34,2,0,8,0,8,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,1,24,322,322,166,18,11,0,31,-3,6,2,23,-8,3,0,2,0,6,0,6,1,4,0,23,-1,9
LMTK2,7,0,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,7,11,0,33,1,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
TTC33,6,0,192,0,0,11,1,0,34,0,0,8,1,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,6,11,0,33,1,8,0,30,1,3,0,1,1,6,0,7,0,4,0,24,0,9
MDC 1.00,8,1,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,7,10,1,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
NPAS2,9,3,192,1,0,11,0,1,34,0,0,8,3,0,31,1,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,1,24,322,322,180,6,10,1,33,-1,8,0,28,3,2,1,1,1,6,0,6,-1,4,0,23,-1,9
NMRK1,3,1,192,0,0,11,3,0,34,0,0,8,4,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,2,11,0,31,3,8,0,27,4,3,0,2,0,6,0,7,0,4,0,24,0,9
BEX2,7,3,192,0,5,11,1,1,34,0,0,8,9,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,4,6,-5,32,0,8,0,22,9,3,0,2,0,6,0,7,0,4,0,23,1,9
MARS1,8,5,192,0,0,11,1,0,34,0,0,8,1,0,31,0,0,3,1,0,2,1,2,6,0,0,7,0,0,4,4,0,24,322,322,179,3,11,0,33,1,8,0,30,1,3,0,1,1,3,-1,7,0,4,0,20,4,9
TLX2,2,2,192,1,0,11,2,1,34,0,0,8,7,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,188,0,10,1,31,1,8,0,23,6,3,0,2,0,6,0,7,0,4,0,23,1,9
DIS3L2,8,1,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,183,7,10,1,34,0,8,0,31,0,3,0,1,1,5,-1,7,0,4,0,23,1,9
THUMPD3,7,4,192,1,0,11,3,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,3,10,1,31,3,8,0,29,2,3,0,2,0,6,0,7,0,4,0,24,0,9
DHX34,9,5,192,1,0,11,1,0,34,0,0,8,2,1,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,178,4,10,1,33,1,8,0,28,1,3,0,1,1,6,0,7,0,4,0,23,1,9
ASAP2,8,0,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,8,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,9
MED13,6,0,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,186,6,10,1,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,9
ASB1,9,1,192,0,0,11,1,0,34,0,0,8,0,1,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,8,11,0,33,1,8,0,30,-1,3,0,1,1,6,0,7,0,4,0,24,0,9
NR2F2,9,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,8,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
TJP2,4,1,192,0,1,11,2,0,34,0,0,8,2,0,31,0,0,3,1,0,2,0,0,6,1,0,7,0,0,4,1,0,24,322,322,187,3,10,-1,32,2,8,0,29,2,3,0,1,1,6,0,6,1,4,0,23,1,9
ARID2,6,1,192,1,0,11,2,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,185,5,10,1,32,2,8,0,31,0,3,0,1,1,6,0,7,0,4,0,22,0,9
TUBA1A,13,5,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,174,8,10,1,34,0,8,0,31,0,3,0,2,0,5,-1,7,0,4,0,23,1,9
IQCN,22,14,192,0,1,11,2,0,34,0,0,8,1,0,31,0,1,3,1,0,2,0,0,6,0,2,7,0,0,4,1,0,24,322,322,156,8,10,-1,32,2,8,0,30,1,2,-1,1,1,6,0,5,-2,4,0,23,1,9
TUBD1,9,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,183,9,11,0,34,0,8,0,31,0,3,0,1,1,6,0,6,-1,4,0,24,0,9
ASB6,10,1,192,0,1,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,9,10,-1,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,9
TKTL1,6,5,192,0,0,11,0,0,34,1,0,8,4,2,31,2,0,3,0,0,2,0,0,6,0,0,7,0,0,4,3,0,24,322,322,181,1,11,0,34,0,7,1,25,2,1,2,2,0,6,0,7,0,4,0,21,3,9
DHRS4,8,1,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,183,7,11,0,34,0,8,0,30,1,3,0,2,0,6,0,7,0,4,0,23,1,9
THAP11,9,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,8,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
IRF2BP2,8,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,8,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
TLE3,7,1,192,0,0,11,3,0,34,0,0,8,1,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,6,11,0,31,3,8,0,28,-1,3,0,1,1,6,0,7,0,4,0,24,0,9
BMERB1,11,7,192,0,0,11,6,1,34,0,1,8,3,0,31,0,0,3,0,0,2,1,0,6,0,3,7,0,0,4,1,1,24,322,322,174,4,11,0,27,5,7,-1,28,3,3,0,2,0,5,1,4,-3,4,0,22,0,9
DHX40,9,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,181,7,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,22,2,9
ARHGEF12,8,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,8,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
LSM 4.00,9,2,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,2,0,24,322,322,181,7,10,1,34,0,8,0,31,0,3,0,2,0,5,-1,7,0,4,0,22,2,9
TUBB8,10,4,192,0,0,11,2,2,34,0,0,8,3,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,178,6,11,0,30,0,8,0,28,3,3,0,2,0,6,0,7,0,4,0,24,0,9
CPSF4L,9,6,192,0,0,11,3,5,34,1,0,8,7,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,3,11,0,26,-2,7,1,24,7,3,0,2,0,6,0,7,0,4,0,24,0,9
IPO13,9,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,181,7,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,9
TMEM14A,8,1,192,1,1,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,183,7,9,0,34,0,8,0,30,1,3,0,2,0,6,0,7,0,4,0,23,1,9
NSG1,11,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,178,8,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,9
SPCS2,9,1,192,0,1,11,0,0,34,0,0,8,2,0,31,0,0,3,0,0,2,1,0,6,0,0,7,0,0,4,0,1,24,322,322,182,8,10,-1,34,0,8,0,29,2,3,0,2,0,5,1,7,0,4,0,23,-1,9
NRSN1,9,1,192,0,0,11,2,1,34,0,0,8,2,0,31,0,0,3,0,0,2,0,1,6,0,1,7,0,0,4,0,0,24,322,322,182,8,11,0,31,1,8,0,29,2,3,0,2,0,5,-1,6,-1,4,0,24,0,9
SPATA45,22,26,192,0,1,11,11,2,34,3,3,8,12,3,31,0,1,3,1,0,2,0,0,6,0,1,7,0,0,4,2,5,24,322,322,144,-4,10,-1,21,9,2,0,16,9,2,-1,1,1,6,0,6,-1,4,0,17,-3,9
TUBB,10,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,9,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,9
